"nodes","citations","no of papers it cite"
"9711172.0","1","5"
"9609105.0","2","4"
"9810073.0","1","6"
"9907173.0","0","7"
"9912263.0","5","3"
"11070.0","4","4"
"9907111.0","5","4"
"12022.0","0","6"
"9601046.0","4","0"
"9804109.0","2","1"
"9401001.0","4","0"
"105146.0","0","3"
"9203012.0","5","0"
"9206077.0","8","0"
"9209013.0","5","0"
"9606059.0","1","2"
"9406057.0","1","0"
"9612175.0","2","0"
"9409068.0","5","2"
"4175.0","0","1"
"11209.0","3","1"
"9209077.0","1","0"
"9307099.0","5","0"
"9509057.0","2","1"
"9611226.0","0","1"
"9706164.0","0","2"
"9603204.0","2","1"
"9701007.0","0","1"
"9604050.0","0","1"
"9611098.0","0","1"
"9805042.0","0","1"
"9808090.0","3","0"
"208097.0","2","2"
"9403101.0","1","0"
"4181.0","2","0"
"4184.0","2","0"
"9903189.0","1","0"
"10225.0","5","1"
"9912006.0","1","1"
"9812203.0","3","0"
"110295.0","0","2"
"9808034.0","5","4"
"210205.0","1","6"
"4190.0","2","1"
"9097.0","0","3"
"4192.0","1","0"
"4193.0","0","1"
"104112.0","3","2"
"208058.0","7","1"
"212131.0","0","3"
"9412210.0","2","0"
"210074.0","0","4"
"9208042.0","3","0"
"9811157.0","4","1"
"209033.0","0","4"
"9811154.0","5","0"
"207062.0","1","1"
"208160.0","0","3"
"9912026.0","0","1"
"9704191.0","1","1"
"9309045.0","5","0"
"102088.0","0","2"
"9303150.0","5","0"
"9203029.0","5","0"
"9209098.0","0","1"
"9407090.0","2","1"
"9306008.0","4","0"
"9612047.0","0","2"
"9510037.0","6","0"
"9907078.0","2","3"
"9808078.0","0","4"
"303051.0","1","1"
"9607045.0","0","4"
"9304020.0","4","0"
"9308127.0","2","0"
"9406092.0","2","0"
"9410134.0","5","0"
"9407150.0","1","0"
"9707252.0","0","5"
"9801163.0","2","2"
"112025.0","1","3"
"103105.0","0","1"
"9204039.0","3","0"
"9502026.0","0","1"
"9501081.0","4","0"
"9511183.0","0","1"
"10053.0","0","1"
"9203014.0","2","0"
"104167.0","2","5"
"111160.0","3","8"
"205193.0","5","6"
"9902069.0","3","0"
"9710042.0","2","2"
"9903200.0","0","1"
"9903147.0","1","0"
"9707112.0","1","0"
"11104.0","0","1"
"107117.0","1","1"
"9201044.0","4","0"
"9305137.0","2","2"
"9207002.0","4","1"
"9609232.0","1","0"
"9606178.0","2","0"
"9611232.0","0","2"
"9903135.0","1","1"
"9206082.0","2","0"
"9408122.0","2","0"
"9412019.0","1","1"
"5034.0","0","1"
"9312045.0","4","2"
"9211088.0","3","1"
"9504131.0","1","0"
"9210037.0","7","0"
"9608107.0","1","5"
"9506133.0","2","1"
"9911168.0","2","0"
"12001.0","0","1"
"108060.0","0","1"
"106273.0","1","3"
"9202001.0","4","0"
"7176.0","3","1"
"8122.0","1","1"
"5043.0","0","1"
"9607216.0","2","1"
"108028.0","0","1"
"9210063.0","1","0"
"9501013.0","1","0"
"9707029.0","2","2"
"110052.0","0","2"
"9804165.0","0","3"
"9309026.0","1","0"
"9307048.0","7","0"
"9504111.0","3","2"
"9209074.0","4","0"
"9301059.0","5","1"
"9312027.0","0","3"
"9508118.0","0","2"
"9508127.0","0","3"
"9703079.0","2","0"
"9703080.0","2","0"
"9015.0","5","1"
"9408129.0","1","0"
"201081.0","102","4"
"203153.0","9","4"
"204002.0","12","8"
"204174.0","14","33"
"205020.0","11","17"
"9709142.0","1","0"
"9205058.0","8","0"
"9210160.0","2","0"
"10232.0","15","0"
"9405130.0","1","3"
"9411014.0","0","5"
"9311047.0","6","0"
"9707108.0","0","1"
"9602122.0","2","0"
"103218.0","0","2"
"9809060.0","2","0"
"9410018.0","0","1"
"9502153.0","0","1"
"9708013.0","0","1"
"208061.0","0","3"
"9706030.0","1","1"
"9604111.0","2","0"
"9703034.0","0","1"
"9311019.0","2","0"
"9202065.0","6","0"
"9709024.0","3","1"
"5082.0","0","5"
"9709144.0","3","1"
"9807158.0","7","3"
"9903076.0","1","1"
"9712108.0","3","0"
"9904195.0","1","1"
"9911207.0","2","2"
"9232.0","1","3"
"105022.0","0","3"
"109205.0","0","1"
"9905022.0","4","1"
"110047.0","0","2"
"205158.0","0","1"
"9707187.0","1","0"
"9602168.0","1","1"
"9712104.0","1","0"
"9904004.0","3","0"
"209073.0","0","2"
"9209066.0","3","0"
"111203.0","2","3"
"202108.0","0","3"
"206240.0","0","4"
"9208041.0","8","0"
"9401045.0","5","1"
"9409030.0","6","3"
"9907031.0","0","4"
"9409031.0","0","5"
"9209094.0","6","0"
"9706173.0","1","3"
"9301001.0","9","0"
"9308094.0","5","0"
"9504054.0","0","1"
"9304088.0","3","0"
"9401129.0","1","1"
"9504076.0","1","2"
"5103.0","2","1"
"9503094.0","3","0"
"212137.0","0","2"
"7066.0","0","2"
"9212129.0","1","0"
"5097.0","0","3"
"9902109.0","1","2"
"9211082.0","7","0"
"9401100.0","1","0"
"9412035.0","0","1"
"9302032.0","1","1"
"9405200.0","1","0"
"9703023.0","2","5"
"9506167.0","3","0"
"206231.0","0","3"
"9506062.0","1","0"
"9606137.0","0","2"
"9304095.0","1","0"
"9704072.0","2","0"
"9707006.0","0","4"
"9407169.0","8","0"
"9203022.0","2","0"
"9301112.0","0","2"
"9308113.0","0","3"
"9205056.0","5","0"
"9212069.0","1","2"
"9307016.0","0","2"
"9510012.0","0","1"
"9206060.0","4","0"
"9303157.0","0","1"
"5112.0","2","0"
"9908027.0","1","0"
"111202.0","0","7"
"203103.0","0","7"
"9409088.0","6","2"
"9612219.0","0","1"
"9510060.0","10","0"
"212125.0","0","3"
"9210163.0","5","0"
"9804112.0","0","1"
"9212070.0","13","0"
"9311070.0","5","4"
"9407017.0","2","4"
"9501018.0","2","8"
"9601139.0","3","1"
"9807193.0","0","5"
"9611177.0","0","1"
"9705121.0","0","2"
"9706182.0","1","0"
"9204019.0","13","0"
"9209041.0","11","1"
"9211098.0","0","1"
"9305005.0","16","1"
"9710118.0","0","3"
"9208071.0","3","0"
"9212106.0","2","0"
"9402081.0","3","0"
"9208045.0","6","0"
"9612026.0","0","2"
"9405158.0","1","0"
"9502019.0","1","1"
"9206095.0","5","0"
"9304162.0","0","1"
"9208020.0","2","0"
"9312145.0","2","0"
"9402111.0","2","0"
"9312015.0","2","0"
"9602068.0","1","4"
"9608155.0","1","2"
"9503235.0","2","0"
"9608122.0","2","1"
"9803222.0","1","1"
"9711186.0","1","2"
"9306154.0","6","0"
"9310128.0","2","0"
"9412088.0","1","0"
"9209038.0","1","0"
"9406047.0","4","0"
"9702148.0","1","0"
"106064.0","5","4"
"9908021.0","1","0"
"102166.0","5","1"
"211233.0","1","5"
"9810231.0","4","0"
"9504153.0","3","0"
"9504154.0","4","0"
"9706220.0","1","2"
"9607199.0","1","1"
"9811111.0","3","1"
"9902013.0","1","1"
"6116.0","0","3"
"9909009.0","0","1"
"9407137.0","2","0"
"9808021.0","0","1"
"9207066.0","3","0"
"9303076.0","2","1"
"9309099.0","1","1"
"9403061.0","1","4"
"9305088.0","1","0"
"9911179.0","1","0"
"9407010.0","1","0"
"9810018.0","2","0"
"9809156.0","0","1"
"9811239.0","1","0"
"9410091.0","4","0"
"9909131.0","0","1"
"9308091.0","2","0"
"9505028.0","0","2"
"9807088.0","1","2"
"9902084.0","2","0"
"9903004.0","0","1"
"5150.0","1","0"
"6157.0","1","1"
"9911025.0","1","0"
"105213.0","0","2"
"9806100.0","4","0"
"210038.0","0","1"
"9709103.0","3","2"
"5154.0","2","0"
"201011.0","0","2"
"12227.0","1","2"
"9607093.0","0","1"
"9210077.0","2","0"
"9411138.0","1","1"
"9301066.0","1","0"
"111096.0","7","9"
"9306057.0","3","0"
"9303158.0","2","1"
"9712106.0","2","0"
"9304098.0","1","0"
"9405118.0","3","0"
"9810032.0","1","0"
"9301056.0","2","0"
"9307103.0","0","1"
"9310119.0","0","1"
"9302089.0","1","0"
"9308040.0","0","1"
"9808083.0","0","1"
"9612006.0","1","0"
"5171.0","0","1"
"9404024.0","2","0"
"9605206.0","3","1"
"204211.0","1","2"
"9806023.0","1","1"
"9306067.0","7","0"
"9606174.0","3","4"
"9410123.0","4","0"
"9502075.0","2","0"
"9604038.0","1","0"
"9403125.0","1","0"
"9301020.0","1","0"
"9812096.0","3","3"
"9611031.0","0","1"
"9702139.0","1","1"
"9807003.0","2","2"
"9611178.0","1","4"
"9808135.0","2","0"
"210145.0","1","6"
"103096.0","2","2"
"112191.0","2","1"
"5187.0","5","0"
"9206036.0","4","0"
"101138.0","2","2"
"111035.0","0","2"
"5190.0","1","1"
"302077.0","1","4"
"5191.0","2","0"
"106075.0","2","3"
"9611068.0","4","10"
"112111.0","0","4"
"208159.0","0","4"
"210020.0","0","2"
"9909084.0","0","4"
"9808174.0","2","0"
"9312062.0","8","0"
"9408146.0","6","1"
"9407067.0","5","1"
"9502047.0","1","2"
"9604148.0","1","5"
"9408077.0","10","0"
"9408176.0","8","1"
"9504159.0","5","7"
"9409200.0","0","4"
"9505044.0","0","6"
"9808148.0","0","10"
"9709121.0","0","8"
"9710159.0","1","3"
"9504157.0","5","3"
"9409134.0","9","1"
"9609143.0","0","2"
"9504158.0","7","3"
"9509116.0","0","1"
"9609147.0","3","4"
"9709120.0","0","6"
"9609142.0","2","2"
"9510237.0","2","2"
"9902015.0","1","0"
"9403030.0","0","1"
"9708104.0","5","0"
"9904055.0","1","3"
"8037.0","0","1"
"9801005.0","1","1"
"9901138.0","0","3"
"9908111.0","0","1"
"9801004.0","2","0"
"9804071.0","4","0"
"9410027.0","1","0"
"101107.0","0","2"
"9602134.0","1","0"
"9606183.0","2","0"
"9707206.0","0","1"
"9602046.0","0","1"
"9508055.0","3","0"
"9503056.0","1","0"
"110226.0","10","2"
"112122.0","7","3"
"201189.0","8","5"
"203198.0","9","6"
"204110.0","6","8"
"204129.0","7","7"
"206149.0","2","12"
"211006.0","2","13"
"210237.0","0","2"
"9707201.0","0","4"
"9311151.0","0","1"
"9402142.0","0","2"
"9411039.0","1","3"
"9705227.0","0","4"
"9212013.0","0","1"
"9205096.0","2","0"
"108197.0","0","2"
"9410057.0","3","0"
"9512041.0","7","0"
"9411096.0","5","1"
"9409199.0","1","1"
"9605143.0","1","2"
"9405129.0","3","0"
"107258.0","0","2"
"107216.0","3","4"
"212071.0","1","7"
"9308116.0","9","0"
"9409152.0","2","1"
"9510188.0","3","1"
"9511041.0","1","2"
"9701074.0","0","2"
"9807032.0","0","1"
"9611109.0","0","1"
"9710074.0","3","0"
"9801172.0","2","0"
"9201.0","1","1"
"201234.0","0","3"
"206119.0","1","2"
"209035.0","0","2"
"9210105.0","2","0"
"9201034.0","3","0"
"9503031.0","0","2"
"9205101.0","1","0"
"9206111.0","1","0"
"301008.0","0","2"
"5234.0","4","1"
"9511122.0","2","0"
"9901155.0","0","1"
"9209106.0","8","0"
"9307159.0","1","1"
"9508114.0","4","1"
"9808010.0","1","2"
"9902091.0","2","0"
"303035.0","3","32"
"204070.0","26","3"
"205085.0","22","15"
"105264.0","3","2"
"206123.0","0","4"
"9703058.0","0","1"
"9905208.0","2","0"
"205124.0","0","1"
"9503234.0","2","0"
"303211.0","0","2"
"5247.0","50","0"
"112040.0","9","7"
"206152.0","3","6"
"9304130.0","2","0"
"104121.0","0","1"
"208199.0","1","2"
"5255.0","3","0"
"9311158.0","1","0"
"5257.0","3","0"
"110044.0","1","1"
"9401163.0","3","0"
"9909147.0","4","0"
"9301070.0","3","0"
"9506096.0","0","10"
"9407096.0","3","1"
"9304152.0","3","3"
"9408104.0","5","5"
"9312209.0","4","1"
"9410048.0","3","0"
"112262.0","1","4"
"9303152.0","2","0"
"9506172.0","1","1"
"105143.0","0","1"
"9504134.0","5","1"
"9906083.0","1","2"
"112257.0","0","1"
"9712037.0","0","2"
"9401043.0","2","0"
"9307118.0","5","0"
"9407095.0","1","1"
"9312091.0","5","0"
"9506083.0","6","0"
"9407019.0","1","0"
"5267.0","0","1"
"9703005.0","2","0"
"9402078.0","1","0"
"9905201.0","0","3"
"9408010.0","1","0"
"9610109.0","1","0"
"9812075.0","1","0"
"206230.0","0","1"
"212291.0","1","7"
"212262.0","0","3"
"102074.0","2","1"
"203110.0","0","4"
"9303115.0","1","0"
"9501044.0","1","0"
"9807102.0","1","0"
"9306155.0","3","0"
"9909185.0","1","0"
"9501103.0","1","0"
"9705081.0","0","1"
"111039.0","0","3"
"9202052.0","5","0"
"9210111.0","0","1"
"9205116.0","5","0"
"9410216.0","0","1"
"9704081.0","1","0"
"6001.0","2","0"
"9909196.0","3","0"
"9809180.0","2","0"
"9812085.0","2","0"
"9906207.0","2","0"
"6005.0","5","1"
"7074.0","6","2"
"9512007.0","2","0"
"9601024.0","1","1"
"9608009.0","0","1"
"9409135.0","1","0"
"9410047.0","2","1"
"9610069.0","3","1"
"9304003.0","2","0"
"9509098.0","3","0"
"9511106.0","8","0"
"7114.0","0","3"
"9605161.0","4","1"
"10176.0","4","1"
"211051.0","0","6"
"9310083.0","2","0"
"9403135.0","1","1"
"9312101.0","2","0"
"9312133.0","4","0"
"107047.0","0","1"
"6009.0","6","0"
"9704154.0","3","1"
"9908190.0","0","1"
"9306131.0","5","0"
"9710080.0","1","0"
"9908138.0","1","0"
"6025.0","2","2"
"6027.0","2","4"
"9911139.0","8","3"
"6038.0","0","3"
"8240.0","1","1"
"108084.0","2","5"
"110216.0","1","8"
"9706219.0","3","0"
"9808147.0","2","1"
"9903006.0","2","1"
"9910075.0","2","1"
"203081.0","1","3"
"9401081.0","4","0"
"9205114.0","1","0"
"9301082.0","2","0"
"9302096.0","5","0"
"9302127.0","2","0"
"9304163.0","1","0"
"9305165.0","2","0"
"9307057.0","2","0"
"9307033.0","3","0"
"107074.0","2","3"
"201110.0","0","1"
"202102.0","0","3"
"301222.0","0","3"
"6039.0","1","0"
"9411054.0","6","0"
"9905229.0","2","2"
"9907212.0","1","0"
"9403097.0","1","1"
"9511031.0","0","5"
"9411190.0","1","0"
"6029.0","1","0"
"6045.0","0","1"
"9505080.0","4","0"
"209208.0","0","5"
"9601028.0","4","0"
"9705213.0","0","1"
"9707038.0","0","1"
"109168.0","12","1"
"9907124.0","2","0"
"6057.0","4","0"
"7108.0","1","2"
"10073.0","3","1"
"9812124.0","1","0"
"9507163.0","2","0"
"9903126.0","1","0"
"6065.0","0","1"
"9506004.0","11","0"
"9507015.0","10","3"
"9601009.0","4","3"
"9603056.0","2","3"
"9603122.0","1","5"
"9605177.0","0","2"
"9703193.0","2","5"
"9705196.0","0","3"
"9705217.0","0","6"
"9206069.0","2","0"
"9502165.0","2","0"
"9306137.0","2","0"
"9306139.0","1","0"
"9310004.0","7","0"
"7219.0","0","2"
"110017.0","0","3"
"9901025.0","2","0"
"111029.0","0","3"
"204176.0","0","2"
"9901035.0","4","0"
"6075.0","0","1"
"8003.0","2","1"
"110229.0","0","2"
"6076.0","1","0"
"8236.0","0","2"
"9505126.0","2","0"
"9601045.0","1","2"
"9207082.0","2","0"
"9506100.0","1","1"
"9302088.0","2","1"
"9403016.0","0","1"
"9312008.0","3","0"
"9412237.0","3","2"
"9505008.0","1","2"
"9406116.0","2","0"
"9912068.0","0","1"
"6089.0","2","0"
"107027.0","0","2"
"211260.0","0","1"
"9908003.0","1","0"
"6096.0","1","0"
"304039.0","0","2"
"9407093.0","1","0"
"9912265.0","1","1"
"10009.0","0","1"
"111076.0","0","2"
"203176.0","0","8"
"106157.0","21","1"
"207041.0","0","4"
"304082.0","0","3"
"6097.0","0","1"
"11124.0","0","2"
"101171.0","4","2"
"105157.0","0","1"
"204114.0","3","8"
"204151.0","1","8"
"207049.0","1","8"
"210293.0","0","5"
"212230.0","0","3"
"9707245.0","4","0"
"9305064.0","3","0"
"9410222.0","0","1"
"9303010.0","1","0"
"9409087.0","0","1"
"9612037.0","1","0"
"9905001.0","1","1"
"303147.0","0","1"
"9406188.0","2","0"
"9702171.0","2","2"
"9805037.0","1","1"
"9608124.0","4","0"
"9911012.0","2","1"
"9912064.0","0","1"
"9805009.0","3","1"
"9216.0","0","4"
"10233.0","0","1"
"9811241.0","3","0"
"6249.0","1","1"
"9304022.0","1","0"
"302144.0","0","1"
"9908117.0","0","1"
"101062.0","3","1"
"9310096.0","2","0"
"9903192.0","3","0"
"9503181.0","3","2"
"111120.0","0","2"
"111171.0","1","1"
"202194.0","1","2"
"205133.0","2","2"
"210098.0","0","2"
"9905126.0","2","0"
"103255.0","9","3"
"3011.0","5","0"
"12014.0","2","4"
"109104.0","0","1"
"9210114.0","1","0"
"103046.0","0","2"
"6182.0","0","1"
"9407160.0","1","0"
"9610244.0","2","1"
"9412174.0","1","0"
"9502145.0","3","0"
"9511118.0","3","0"
"107001.0","3","3"
"109014.0","0","4"
"9907044.0","3","0"
"9907168.0","4","1"
"107017.0","1","1"
"110135.0","2","4"
"205038.0","1","4"
"9805095.0","2","1"
"9912169.0","5","1"
"105310.0","2","1"
"212028.0","0","3"
"9702023.0","1","0"
"9308125.0","5","0"
"9403013.0","3","1"
"9406183.0","2","0"
"6162.0","1","1"
"9707150.0","1","4"
"9604031.0","5","0"
"9612063.0","4","4"
"9802024.0","2","1"
"9612132.0","0","2"
"104204.0","0","2"
"9911006.0","0","2"
"9905203.0","2","2"
"101041.0","0","2"
"9204075.0","2","0"
"9307186.0","8","1"
"9407188.0","1","0"
"9408148.0","2","0"
"9411201.0","5","0"
"9611198.0","2","0"
"9208008.0","7","0"
"9212065.0","4","0"
"9504110.0","0","1"
"9310173.0","2","0"
"6169.0","2","0"
"11228.0","0","2"
"104004.0","0","1"
"9904001.0","1","1"
"9511039.0","2","0"
"9703067.0","1","0"
"110256.0","0","1"
"9703069.0","1","0"
"9908108.0","0","1"
"111112.0","0","1"
"9308145.0","2","0"
"9407079.0","1","0"
"9512100.0","2","0"
"9905084.0","2","0"
"9908069.0","1","1"
"9601087.0","1","0"
"9503214.0","2","0"
"9201063.0","1","0"
"104250.0","0","2"
"206166.0","8","7"
"6200.0","1","0"
"9409085.0","3","0"
"9608138.0","4","1"
"9810048.0","0","3"
"9709085.0","0","4"
"9706159.0","4","1"
"9901007.0","0","1"
"112057.0","0","2"
"6207.0","4","0"
"9707088.0","2","0"
"208091.0","0","1"
"212090.0","0","5"
"301124.0","0","4"
"6214.0","1","2"
"6237.0","1","2"
"9505169.0","2","0"
"9510160.0","0","1"
"9511144.0","0","1"
"9610028.0","4","0"
"9911233.0","2","3"
"9708096.0","1","1"
"9811153.0","0","1"
"9610145.0","3","0"
"9712069.0","0","3"
"9807132.0","0","1"
"11203.0","0","2"
"9203061.0","8","0"
"9507171.0","1","1"
"9601129.0","1","0"
"9902107.0","1","0"
"6223.0","6","0"
"9072.0","5","2"
"9507052.0","2","1"
"9408075.0","6","0"
"6229.0","2","2"
"112030.0","0","2"
"210138.0","0","7"
"9506211.0","3","0"
"9603102.0","1","1"
"9605163.0","3","1"
"103061.0","3","3"
"12070.0","3","1"
"110165.0","1","3"
"9908151.0","3","1"
"12094.0","0","1"
"6250.0","0","1"
"9209057.0","1","0"
"107101.0","15","13"
"110124.0","16","6"
"111087.0","13","16"
"201229.0","3","14"
"202139.0","5","8"
"205275.0","4","5"
"210087.0","0","2"
"9603035.0","2","0"
"211151.0","0","1"
"9406033.0","3","1"
"9503131.0","0","1"
"9404181.0","1","0"
"102059.0","0","1"
"9811076.0","1","1"
"303058.0","0","1"
"9607116.0","0","1"
"9403039.0","6","0"
"9604024.0","0","1"
"9410072.0","2","0"
"9410154.0","0","2"
"9604085.0","1","0"
"9802021.0","0","1"
"9605223.0","1","0"
"9504122.0","2","2"
"9204027.0","1","0"
"9085.0","0","2"
"301032.0","3","7"
"7025.0","1","0"
"7031.0","1","0"
"212022.0","0","1"
"9710079.0","2","0"
"11026.0","0","3"
"9504055.0","4","0"
"9507133.0","2","1"
"9710186.0","1","4"
"9510193.0","3","1"
"9606048.0","0","2"
"9710047.0","3","2"
"9505063.0","1","0"
"9404070.0","1","0"
"9407126.0","1","0"
"7035.0","10","0"
"202021.0","167","3"
"9510145.0","1","0"
"7043.0","40","0"
"210010.0","0","10"
"111267.0","4","9"
"206066.0","2","6"
"9912217.0","2","0"
"104108.0","2","1"
"9507002.0","2","0"
"9604086.0","0","1"
"9704200.0","0","1"
"9703183.0","2","1"
"7054.0","3","0"
"107058.0","0","1"
"9305057.0","2","0"
"211058.0","1","2"
"103063.0","4","4"
"103161.0","2","1"
"9406152.0","2","0"
"9507033.0","3","1"
"9607079.0","0","3"
"101146.0","0","2"
"9406003.0","2","0"
"9309104.0","1","0"
"9501041.0","2","0"
"110223.0","0","2"
"9302060.0","2","0"
"209020.0","0","4"
"9301121.0","1","0"
"207234.0","13","6"
"9402155.0","3","0"
"9503098.0","2","0"
"104043.0","6","1"
"208085.0","0","1"
"9210158.0","6","0"
"12229.0","0","3"
"301092.0","0","1"
"205294.0","2","7"
"9207005.0","10","0"
"9410078.0","2","1"
"9703224.0","1","2"
"9611148.0","1","4"
"9305078.0","3","1"
"9504084.0","5","0"
"9512220.0","1","1"
"9609125.0","1","2"
"9809003.0","0","2"
"205182.0","1","5"
"9906156.0","4","0"
"9711088.0","1","1"
"107135.0","1","1"
"9306085.0","2","0"
"9511015.0","5","0"
"9901039.0","4","3"
"9806007.0","2","1"
"9910137.0","0","1"
"9302010.0","1","0"
"9302019.0","1","0"
"9304110.0","1","0"
"7116.0","2","0"
"7121.0","3","0"
"9508077.0","2","0"
"9608142.0","1","0"
"9312174.0","1","0"
"9503236.0","1","0"
"9803020.0","0","1"
"9309116.0","1","0"
"9304031.0","2","0"
"9405140.0","2","0"
"105103.0","0","1"
"7132.0","1","0"
"107170.0","0","1"
"9302093.0","1","0"
"9411197.0","0","1"
"109023.0","1","2"
"211267.0","0","1"
"105105.0","3","3"
"110182.0","0","4"
"210129.0","0","2"
"9603092.0","3","1"
"9705134.0","0","2"
"105279.0","1","1"
"301131.0","0","4"
"9407060.0","2","0"
"9606127.0","0","1"
"9502044.0","1","0"
"9503136.0","2","0"
"7144.0","2","1"
"106152.0","1","5"
"110221.0","2","2"
"9408025.0","6","0"
"109207.0","0","2"
"110040.0","3","2"
"210156.0","0","1"
"206117.0","0","2"
"110016.0","0","2"
"7151.0","0","1"
"8011.0","1","1"
"9209054.0","12","0"
"9409172.0","0","4"
"9308049.0","0","1"
"9403140.0","0","1"
"9202062.0","2","0"
"9205085.0","6","0"
"9212025.0","0","1"
"7154.0","5","0"
"9304108.0","1","0"
"9303099.0","8","1"
"9307109.0","2","0"
"9605115.0","0","1"
"7169.0","5","0"
"201047.0","1","4"
"9409062.0","3","0"
"105112.0","2","2"
"9412140.0","5","0"
"9710022.0","2","1"
"9811073.0","1","0"
"9612140.0","2","0"
"9511135.0","1","0"
"9411132.0","1","0"
"9410031.0","2","0"
"9707058.0","1","1"
"9810197.0","0","1"
"7185.0","3","0"
"12099.0","0","2"
"9212068.0","11","0"
"9502052.0","0","2"
"9604020.0","0","2"
"9605120.0","1","2"
"9609011.0","0","1"
"9804132.0","10","1"
"9607134.0","4","1"
